strategy,metric,mean,stddev,sample_count
technical_terms,pawc,22.205911999999998,27.629883646918806,150
technical_terms,word_score,22.09974533333333,26.335364054056214,150
technical_terms,position_score,22.003174,27.383872627749522,150
technical_terms,subjective_relevance_calibrated,23.26677401862348,27.959057883493887,150
technical_terms,subjective_influence_calibrated,22.78303825575343,25.137900746956294,150
technical_terms,subjective_uniqueness_calibrated,23.802800272636404,26.339947179517033,150
technical_terms,subjective_diversity_calibrated,24.29267023292007,27.26958144397432,150
technical_terms,subjective_follow_up_calibrated,22.679854056524675,30.288892209532996,150
technical_terms,subjective_impression_calibrated,23.287785275964268,24.66285215489955,150
quotation,pawc,24.251219333333335,25.829693622314682,150
quotation,word_score,25.304122,25.433940288313817,150
quotation,position_score,24.287570666666667,26.090444877800568,150
quotation,subjective_relevance_calibrated,27.009588908175363,22.696746767193268,150
quotation,subjective_influence_calibrated,28.157626650058383,21.415088946971675,150
quotation,subjective_uniqueness_calibrated,28.352341419025656,22.014457444873607,150
quotation,subjective_diversity_calibrated,27.20626514028554,22.223198672509373,150
quotation,subjective_follow_up_calibrated,25.643655924977676,22.98077632685676,150
quotation,subjective_impression_calibrated,27.13372879834896,19.722938516991096,150
keyword_stuffing,pawc,14.42825533333333,22.701115043457968,150
keyword_stuffing,word_score,14.747943333333335,22.420288241941357,150
keyword_stuffing,position_score,14.344272,22.667155036772698,150
keyword_stuffing,subjective_relevance_calibrated,14.396936227931203,24.93214884029949,150
keyword_stuffing,subjective_influence_calibrated,13.56345569322446,27.800242353657627,150
keyword_stuffing,subjective_uniqueness_calibrated,12.929468476287266,28.08265199608318,150
keyword_stuffing,subjective_diversity_calibrated,15.625653266397494,26.353549419592383,150
keyword_stuffing,subjective_follow_up_calibrated,15.528011651109939,27.775832827229745,150
keyword_stuffing,subjective_impression_calibrated,14.429368707405763,23.93270491677282,150
citation,pawc,25.954039333333334,29.729556211639956,150
citation,word_score,26.277340666666664,29.03091539911808,150
citation,position_score,25.62181333333334,29.55190257210575,150
citation,subjective_relevance_calibrated,25.53746054923191,26.19375547090861,150
citation,subjective_influence_calibrated,25.79328598856683,24.18018230556186,150
citation,subjective_uniqueness_calibrated,26.79092891934563,22.225134309673088,150
citation,subjective_diversity_calibrated,25.056769888886933,24.085517913360327,150
citation,subjective_follow_up_calibrated,24.203647227576496,26.203065887678278,150
citation,subjective_impression_calibrated,25.422075266220006,21.504019206633977,150
original,pawc,21.26765333333333,27.125260277470005,150
original,word_score,21.342907333333333,26.543725524654615,150
original,position_score,20.99529,26.958453688315785,150
original,subjective_relevance_calibrated,22.131790324073343,23.710126027799838,150
original,subjective_influence_calibrated,21.74264161578858,24.152798586195416,150
original,subjective_uniqueness_calibrated,19.69643207279776,27.16020251134298,150
original,subjective_diversity_calibrated,21.868356958733326,25.994940828739487,150
original,subjective_follow_up_calibrated,19.910788432430497,24.949278722759104,150
original,subjective_impression_calibrated,20.74118069413025,22.306606685580846,150
unique_words,pawc,17.891805333333334,26.871725512512906,150
unique_words,word_score,17.767442666666668,26.008856575300328,150
unique_words,position_score,18.158217333333333,26.783366611820618,150
unique_words,subjective_relevance_calibrated,16.873842595033025,25.955507984683923,150
unique_words,subjective_influence_calibrated,16.48828916204497,29.1534857697061,150
unique_words,subjective_uniqueness_calibrated,16.10837343801233,28.006902189895655,150
unique_words,subjective_diversity_calibrated,18.36417790809626,29.22010754510003,150
unique_words,subjective_follow_up_calibrated,17.88561376769273,26.019491104910003,150
unique_words,subjective_impression_calibrated,17.265883853189575,24.354737073192727,150
statistics,pawc,17.91351866666667,23.644960829299595,150
statistics,word_score,18.216748666666668,23.14266878403066,150
statistics,position_score,17.731094666666667,23.69151511113304,150
statistics,subjective_relevance_calibrated,17.84885466393046,30.46320772547825,150
statistics,subjective_influence_calibrated,18.837544529609875,29.126962104845376,150
statistics,subjective_uniqueness_calibrated,18.906209039221984,27.85425283609219,150
statistics,subjective_diversity_calibrated,18.926097344947085,26.473963279323193,150
statistics,subjective_follow_up_calibrated,19.908850469559727,27.036567898581787,150
statistics,subjective_impression_calibrated,18.97709498796179,24.738945791074464,150
easy_to_understand,pawc,19.79193933333333,23.215329520475937,150
easy_to_understand,word_score,19.261470666666668,23.08758642873049,150
easy_to_understand,position_score,19.23170933333333,22.56299946976607,150
easy_to_understand,subjective_relevance_calibrated,18.440331688620507,29.09522087048892,150
easy_to_understand,subjective_influence_calibrated,19.440381399674695,27.47855752916209,150
easy_to_understand,subjective_uniqueness_calibrated,18.542329913962853,27.45551795920644,150
easy_to_understand,subjective_diversity_calibrated,14.501854074166195,27.00482120104605,150
easy_to_understand,subjective_follow_up_calibrated,17.922530726147905,23.983599239005486,150
easy_to_understand,subjective_impression_calibrated,17.999575413295826,24.279283075843104,150
authoritative,pawc,22.379396,26.858633015285466,150
authoritative,word_score,22.743032,25.84088558495901,150
authoritative,position_score,22.073648000000002,26.491275557077966,150
authoritative,subjective_relevance_calibrated,22.435209054839635,27.152774794253926,150
authoritative,subjective_influence_calibrated,21.82125152351962,28.946990321323245,150
authoritative,subjective_uniqueness_calibrated,21.84923190011095,27.27146009165719,150
